,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
DataElements_137_Key,cma.u32_VSM_ParamUpdateCmd,cma.s16_Pos_Kp_gain,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar,cma.u32_PrsSensor1and2_cbar
DataElements_137_Value,0.0,25.0,1769453.0,4289658813.0,6685477.0,720883.0,3538937.0,12584099.0,6291570.0,1638437.0,4294770636.0,16580833.0,26607991.0,3735565.0,4294115273.0
DataElements_138_Key,cma.f_Reserved1,cma.s16_Pos_Ki_gain,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um,cma.u32_PosSensor1and2_um
DataElements_138_Value,0.0,12.0,4282056673.0,4292804589.0,1179606.0,4289658632.0,4128783.0,8060916.0,2686980.0,4287561605.0,4284284860.0,4288085887.0,4286971716.0,4289920821.0,3937599320.0
DataElements_139_Key,cma.f_Reserved2,cma.s16_Pos_Kff_gain,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1,cma.i32_Stimulus1
DataElements_139_Value,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_140_Key,cma.u8_FlowshareMethodInitialValue,cma.s16_Pos_Ka_gain,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2,cma.i32_Stimulus2
DataElements_140_Value,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_141_Key,cma.C_Gain_PumpFlowAvail,cma.s16_Pos_Kd_filter,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1,cma.i32_Debug1
DataElements_141_Value,1.0,18600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_142_Key,cma.C_Offset_PumpFlowAvail,cma.s16_Pos_FB_gain,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2,cma.i32_Debug2
DataElements_142_Value,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_143_Key,cma.f_Reserved3,cma.s32_Vel_Train_Return,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus,cma.u16_TrainingStatus
DataElements_143_Value,0.0,681759811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_144_Key,cma.f_Reserved4,cma.s32_Vel_Train_Away1,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus,cma.u16_AirbleedingStatus
DataElements_144_Value,0.0,111313376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_145_Key,cma.f_Reserved5,cma.s32_Vel_Train_Away2,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex,cma.u16_LastEventIndex
DataElements_145_Value,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_146_Key,cma.f_Reserved6,cma.s32_Pos_Demand_Filter,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus,cma.u16_CRCStatus
DataElements_146_Value,0.0,20000.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
DataElements_147_Key,cma.u16_DeviceVariant,cma.u16_Pres_FB_switch,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress,cma.u16_RWAddress
DataElements_147_Value,21315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_148_Key,cma.C_Flow_AntiCav_PV1_VSC,cma.u16_Enable_Estimated_Ps_Fbk,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData,cma.u32_RWData
DataElements_148_Value,0.0,1.0,131072.0,65536.0,65536.0,65536.0,65536.0,65536.0,65536.0,327680.0,65536.0,65536.0,65536.0,65536.0,65536.0
DataElements_149_Key,cma.C_Flow_AntiCav_PV2_VSC,cma.s16_Pres_OL_Kp_gain,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us,cma.u16_RuntimeTask1_us
DataElements_149_Value,0.0,0.0,155.0,152.0,154.0,153.0,152.0,161.0,153.0,152.0,161.0,155.0,153.0,152.0,158.0
DataElements_150_Key,cma.C_Flow_AntiCav_PV3_VSC,cma.s16_Pres_OL_Ki_gain,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us,cma.u16_RuntimeTask2_us
DataElements_150_Value,0.0,350.0,358.0,367.0,376.0,92.0,264.0,350.0,349.0,84.0,382.0,321.0,374.0,307.0,87.0
DataElements_151_Key,cma.C_Flow_AntiCav_PV4_VSC,cma.s32_Pres_OL_Low_IntegratorLimit,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us,cma.u16_RuntimeTask3_us
DataElements_151_Value,0.0,0.0,44.0,39.0,43.0,44.0,42.0,39.0,44.0,44.0,43.0,41.0,43.0,43.0,52.0
DataElements_152_Key,cma.C_Flow_AntiCav_PV5_VSC,cma.s32_Pres_OL_IntLimit_OverMargin,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us,cma.u16_RuntimeTask4_us
DataElements_152_Value,0.0,0.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,19.0,19.0,20.0,20.0,20.0
DataElements_153_Key,cma.C_Flow_AntiCav_PV6_VSC,cma.s16_Pres_IL_Ki_gain,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag,cma.u8_UpdateTrainedParamsFlag
DataElements_153_Value,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_154_Key,cma.C_Flow_AntiCav_PV7_VSC,cma.s16_Pres_IL_Kp_gain,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1,cma.s32_pres_limit_wp1
DataElements_154_Value,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_155_Key,cma.C_Flow_AntiCav_PV8_VSC,cma.s16_Pres_IL_Kff_gain,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2,cma.s32_pres_limit_wp2
DataElements_155_Value,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_156_Key,cma.C_Flow_AntiCav_PV9_VSC,cma.u16_Pres_IntegratorLimit,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1,cma.s32_flow_limit_wp1
DataElements_156_Value,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_157_Key,cma.C_Flow_AntiCav_PV10_VSC,cma.u16_MarginCutoff_Low,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2,cma.s32_flow_limit_wp2
DataElements_157_Value,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_158_Key,cma.C_Flow_AntiCav_PV11_VSC,cma.u16_MarginCutoff_High,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel,cma.u16_DaisyInputNoiseLevel
DataElements_158_Value,0.0,256.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,7.0,5.0,6.0,0.0,0.0,6.0
DataElements_159_Key,cma.C_Flow_AntiCav_PV12_VSC,cma.s32_Press_Lag_b0,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem,cma.u32_RWDataAddressIntMem
DataElements_159_Value,0.0,8079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_160_Key,cma.C_Flow_AntiCav_PV13_VSC,cma.s32_Press_Lag_b1,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem,cma.u32_RWDataDataIntMem
DataElements_160_Value,0.0,-7854.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0,31251.0
DataElements_161_Key,cma.C_Flow_AntiCav_PV14_VSC,cma.s32_Press_Lag_a1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1,cma.i16_RawPosSensor1
DataElements_161_Value,0.0,-3871.0,613.0,388.0,631.0,262.0,739.0,471.0,397.0,495.0,436.0,591.0,160.0,267.0,503.0
DataElements_162_Key,cma.C_Flow_AntiCav_PV15_VSC,cma.s16_Press_Scale_min_pct,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2,cma.i16_RawPosSensor2
DataElements_162_Value,0.0,70.0,226.0,448.0,584.0,610.0,501.0,433.0,227.0,652.0,182.0,437.0,632.0,593.0,-7162.0
DataElements_163_Key,cma.f_Reserved7,cma.s16_Press_Scale_50_pct,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp,cma.u16_RawOilTemp
DataElements_163_Value,0.0,100.0,6876.0,6873.0,6842.0,6780.0,6755.0,6746.0,6746.0,6556.0,6741.0,6684.0,6622.0,6588.0,6540.0
DataElements_164_Key,cma.f_Reserved8,cma.s16_Press_Scale_100_pct,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp,cma.u16_RawPCBTemp
DataElements_164_Value,0.0,100.0,6886.0,6895.0,6876.0,6831.0,6777.0,6809.0,6763.0,6613.0,6754.0,6737.0,6653.0,6605.0,6592.0
DataElements_165_Key,cma.f_Reserved9,cma.s16_Press_Scale_150_pct,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos,cma.u16_RawLVDT1APos
DataElements_165_Value,0.0,100.0,15630.0,15503.0,15503.0,15238.0,15678.0,15380.0,15528.0,15339.0,15517.0,15443.0,15016.0,15247.0,15388.0
DataElements_166_Key,cma.f_Reserved10,cma.s16_Press_Scale_200_pct,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg,cma.u16_RawLVDT1ANeg
DataElements_166_Value,0.0,100.0,5286.0,5336.0,5394.0,5664.0,5195.0,5381.0,5215.0,5386.0,5482.0,5439.0,5627.0,5510.0,5193.0
DataElements_167_Key,cma.f_Reserved11,cma.s16_Press_Scale_250_pct,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos,cma.u16_RawLVDT1BPos
DataElements_167_Value,0.0,100.0,15142.0,15181.0,15009.0,15029.0,15092.0,15008.0,15212.0,14959.0,15182.0,14987.0,14907.0,15052.0,14992.0
DataElements_168_Key,cma.C_Priority_PV1_VSC,cma.u16_Press_FR_Offset_cbar,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg,cma.u16_RawLVDT1BNeg
DataElements_168_Value,1.0,0.0,5805.0,5647.0,5909.0,5885.0,5804.0,5781.0,5553.0,5820.0,5849.0,5941.0,5771.0,5736.0,5626.0
DataElements_169_Key,cma.C_Priority_PV2_VSC,cma.u16_Press_FR_Amplitude_cbar,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos,cma.u16_RawLVDT2APos
DataElements_169_Value,2.0,0.0,15388.0,15463.0,15402.0,15461.0,15481.0,15263.0,15413.0,15402.0,15365.0,15367.0,15283.0,15358.0,12232.0
DataElements_170_Key,cma.C_Priority_PV3_VSC,cma.s16_Press_Temp_1_C,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg,cma.u16_RawLVDT2ANeg
DataElements_170_Value,3.0,-20.0,5547.0,5373.0,5489.0,5448.0,5390.0,5495.0,5333.0,5335.0,5629.0,5504.0,5363.0,5390.0,8352.0
DataElements_171_Key,cma.C_Priority_PV4_VSC,cma.s16_Press_Temp_2_C,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos,cma.u16_RawLVDT2BPos
DataElements_171_Value,4.0,0.0,15217.0,15100.0,14952.0,14986.0,15086.0,14927.0,15235.0,14897.0,15236.0,15040.0,14794.0,14905.0,18082.0
DataElements_172_Key,cma.C_Priority_PV5_VSC,cma.s16_Press_Temp_3_C,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg,cma.u16_RawLVDT2BNeg
DataElements_172_Value,5.0,20.0,5744.0,5739.0,5962.0,5942.0,5819.0,5849.0,5526.0,5879.0,5782.0,5878.0,5879.0,5890.0,2532.0
DataElements_173_Key,cma.C_Priority_PV6_VSC,cma.s16_Press_Temp_4_C,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar,cma.s32_ls_margin_cbar
DataElements_173_Value,6.0,40.0,250.0,250.0,1500.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,500.0,0.0,4000.0
DataElements_174_Key,cma.C_Priority_PV7_VSC,cma.s16_Press_Temp_Gain_Scale_1,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar,cma.u16_ls_standby_cbar
DataElements_174_Value,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_175_Key,cma.C_Priority_PV8_VSC,cma.s16_Press_Temp_Gain_Scale_2,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1,cma.s32_area_wp1
DataElements_175_Value,8.0,90.0,1.0,1.0,1.0,1.0,8836.0,96211.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DataElements_176_Key,cma.C_Priority_PV9_VSC,cma.s16_Press_Temp_Gain_Scale_3,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2,cma.s32_area_wp2
DataElements_176_Value,9.0,100.0,1.0,1.0,1.0,1.0,15904.0,64795.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DataElements_177_Key,cma.C_Priority_PV10_VSC,cma.s16_Press_Temp_Gain_Scale_4,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar,cma.s32_pres_max_wp1_cbar
DataElements_177_Value,10.0,100.0,20200.0,20200.0,20200.0,1500.0,20200.0,20200.0,20200.0,20200.0,5000.0,20200.0,20200.0,20200.0,17200.0
DataElements_178_Key,cma.C_Priority_PV11_VSC,cma.s16_Press_Temp_Rate_Scale_1,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar,cma.s32_pres_max_wp2_cbar
DataElements_178_Value,11.0,30.0,20200.0,20200.0,20200.0,1500.0,20200.0,20200.0,20200.0,20200.0,20200.0,20200.0,20200.0,20200.0,17200.0
